168,300,0.0605249
26728,0
27241,0
27498,0
27755,0
28525,0
29809,0
30838,0
31866,0
32894,0
34435,0
35721,0
37518,0
39062,0
40860,0
42659,0
44457,0
45744,0
47028,0
48057,0
49085,0
49601,0
50114,0
50372,0
50629,0
50885,0
51142,0
51399,0
51144,0
50887,0
50373,0
49859,0
50115,0
50116,0
50115,0
49858,0
49602,0
49344,0
49088,0
49087,0
48830,0
48830,0
48830,0
48830,0
49086,0
49344,0
49344,0
49344,0
49344,0
49344,0
49344,0
49344,0
50113,0
51141,0
52169,0
52941,0
51148,0
49603,0
47805,0
46262,0
46772,0
46775,0
46517,0
47543,0
48314,0
49085,0
50626,0
51911,0
51914,0
51913,0
52427,0
52684,0
53198,0
53456,0
53713,0
53969,0
54226,0
53971,0
53713,0
53456,0
51405,0
49091,0
45496,0
42667,0
40866,0
39581,0
38039,0
37010,0
37264,0
37778,0
38805,0
39833,0
42399,0
43432,0
43689,0
44203,0
45999,0
46774,0
47286,0
48827,0
49600,0
50114,0
50885,0
51656,0
52170,0
51914,0
51657,0
52426,0
52428,0
52684,0
53198,0
53712,0
54226,0
54227,0
54484,0
54741,0
53460,0
52941,0
52173,0
52171,0
51401,0
50887,0
50885,0
52168,0
52172,0
52427,0
53197,0
53712,0
52689,0
47813,0
43953,0
40869,0
39323,0
38039,0
38292,0
36499,0
34698,0
34695,0
35464,0
36748,0
37522,0
35471,0
34696,0
32901,0
31356,0
29559,0
30066,0
33916,0
37259,0
39574,0
26728,0
27241,0
27498,0
27755,0
28012,0
28526,0
29040,0
30067,0
31095,0
32123,0
33408,0
35205,0
36749,0
38290,0
39832,0
41630,0
43174,0
45228,0
46771,0
47800,0
48571,0
49855,0
50628,0
50886,0
51143,0
51656,0
52170,0
51915,0
51401,0
51144,0
51143,0
51143,0
51144,0
51143,0
50886,0
50373,0
50115,0
49858,0
49602,0
49345,0
49344,0
49344,0
49344,0
49344,0
49344,0
49344,0
49344,0
49600,0
49858,0
49858,0
49858,0
49601,0
50370,0
51654,0
52683,0
52686,0
51403,0
49348,0
47548,0
47544,0
46777,0
46516,0
47799,0
48828,0
49343,0
50627,0
51655,0
52170,0
52428,0
52941,0
53199,0
53456,0
53713,0
53970,0
54227,0
54227,0
54227,0
53714,0
53456,0
52174,0
50119,0
47294,0
44979,0
42923,0
40611,0
38810,0
38293,0
37780,0
38035,0
38549,0
38550,0
40345,0
41376,0
42146,0
42661,0
45226,0
46516,0
48055,0
49854,0
49859,0
50114,0
50884,0
51656,0
51914,0
52684,0
52942,0
52686,0
52428,0
52684,0
53198,0
53712,0
53970,0
53970,0
53713,0
53456,0
51663,0
51910,0
51916,0
51914,0
52939,0
52431,0
51658,0
52426,0
51659,0
51656,0
52427,0
53198,0
52688,0
48582,0
45494,0
42924,0
40866,0
38811,0
39062,0
39066,0
37525,0
35214,0
34694,0
36746,0
37009,0
35213,0
35209,0
34184,0
32641,0
30587,0
30581,0
33661,0
37771,0
40088,0
26728,0
27241,-1
27498,0
27755,0
28012,0
28526,-1
29040,-1
30067,-1
31095,-1
32123,0
33408,0
35205,1
36749,1
38290,1
39832,1
41630,1
43174,1
45228,1
46771,1
47800,1
48571,1
49855,1
50628,1
50886,1
51143,1
51656,1
52170,1
51915,1
51401,1
51144,1
51143,1
51143,1
51144,1
51143,1
50886,1
50373,1
50115,1
49858,1
49602,1
49345,1
49344,1
49344,1
49344,1
49344,0
49344,0
49344,0
49344,0
49600,0
49858,0
49858,0
49858,0
49601,0
50370,-1
51654,-1
52683,1
52686,1
51403,1
49348,1
47548,1
47544,1
46777,1
46516,90
47799,-1
48828,-1
49343,1
50627,1
51655,90
52170,1
52428,1
52941,1
53199,1
53456,1
53713,1
53970,1
54227,1
54227,1
54227,1
53714,1
53456,1
52174,1
50119,90
47294,90
44979,90
42923,90
40611,90
38810,1
38293,1
37780,90
38035,90
38549,90
38550,90
40345,90
41376,90
42146,-1
42661,-1
45226,-1
46516,-1
48055,90
49854,90
49859,90
50114,90
50884,1
51656,90
51914,0
52684,0
52942,0
52686,0
52428,0
52684,0
53198,1
53712,0
53970,0
53970,1
53713,0
53456,0
51663,0
51910,1
51916,1
51914,90
52939,-1
52431,1
51658,0
52426,1
51659,0
51656,0
52427,0
53198,0
52688,0
48582,-1
45494,0
42924,0
40866,0
38811,0
39062,0
39066,0
37525,0
35214,-1
34694,-1
36746,-1
37009,-1
35213,-1
35209,-1
34184,-1
32641,-1
30587,-1
30581,-1
33661,-1
37771,-1
40088,-1
27242,-1
27499,1
28012,0
28782,-1
29041,0
28785,0
28784,0
29296,0
30067,0
30838,0
31610,0
33150,0
34436,0
35720,0
36749,0
38546,0
40346,1
42657,1
44458,1
45487,1
46514,1
48569,1
50112,1
50628,1
50885,1
51656,1
52427,1
52172,-1
51914,-1
52170,0
52171,1
52427,90
52172,1
52171,1
51914,1
51401,1
50887,1
50630,1
50629,1
50372,1
50372,1
50372,0
50372,0
49859,0
49601,0
49601,0
49601,0
50114,0
50372,0
50372,0
